key_pair,comfort_score,uncertainty
AR,-0.635980215617818,0.0519713556389214
AS,-0.405373970428801,0.0320555161784079
AT,-1.10843212732347,
AU,-0.3394685619858575,
AV,-0.725767240387203,0.0511050784077079
AW,-0.839824857968595,0.0902552882386789
AX,-0.955015586878007,0.0783196830504571
AY,-0.586997781982465,
AZ,-1.08382823688735,0.123247320928177
A[,-0.586997781982465,
B',-0.836557121284565,
"B,",-0.7938523172540695,
B.,-0.828168352023497,
B/,-0.8033287039086205,
B;,-0.586997781982465,
BA,-1.1086149252012,
BB,-1.44226083234643,
BC,-1.30970434459754,
BD,-0.953483728567417,
BE,-1.25097964652377,
BF,-0.836557121284565,
BG,-1.44226083234643,
BH,-0.836557121284565,
BI,-0.5890279012879576,
BJ,-0.4488435241878112,
BK,-0.5213340064062361,
BL,-0.555097756715872,
BM,-0.68591784177226,
BN,-0.836557121284565,
BO,-0.689814767059513,
BP,-0.7767423633262465,
BQ,-1.44226083234643,
BR,-1.24230217125189,
BS,-1.03073133807103,
BT,-1.44226083234643,
BU,-0.5890279012879576,
BV,-1.09509871611661,
BW,-1.30699309128098,
BX,-1.36375844548522,
BY,-0.836557121284565,
BZ,-1.42856825167182,
B[,-0.836557121284565,
C',-0.7938523172540695,
"C,",-0.751147513223574,
C.,-0.7854635479930014,
C/,-0.760623899878125,
C;,-0.5442929779519695,
CA,-0.995078060516953,0.0670292186533918
CB,-1.40183220043659,
CC,-0.832472382220129,0.0945705229505314
CD,-0.892972856243515,0.119566277502352
CE,-1.07953570971367,0.141974962604982
CF,-0.815792077502715,0.0968114101096948
CG,-1.40183220043659,
CH,-0.7938523172540695,
CI,-0.546323097257462,
CJ,-0.40613872015731567,
CK,-0.47862920237574047,
CL,-0.5123929526853765,
CM,-0.6432130377417644,
CN,-0.7938523172540695,
CO,-0.6471099630290175,
CP,-0.734037559295751,
CQ,-1.40183220043659,0.102395217333151
CR,-1.18569590356021,0.134543719186031
CS,-0.938654065919935,0.0833928218170027
CT,-1.40183220043659,
CU,-0.546323097257462,
CV,-0.751147513223574,0.0395572886800679
CW,-1.22126440606548,0.115400996558935
CX,-1.0937284889927,0.0580767911567327
CY,-0.7938523172540695,
CZ,-1.07901125032972,0.0583279601248588
C[,-0.7938523172540695,
D',-0.5213340064062361,
"D,",-0.47862920237574047,
D.,-0.512945237145168,
D/,-0.4881055890302915,
D;,-0.271774667104136,
DA,-0.521062525450419,0.0449261427301712
DB,-1.07503593358095,
DC,-0.892947679280023,0.119566277882833
DD,-0.207748776670331,0.0858360173609932
DE,-0.683218000069125,0.127953209696381
DF,-0.206110891527907,0.0133966355065983
DG,-1.07503593358095,
DH,-0.5213340064062361,
DI,-0.2738047864096285,
DJ,-0.13362040930948219,
DK,-0.206110891527907,
DL,-0.23987464183754298,
DM,-0.37069472689393096,
DN,-0.5213340064062361,
DO,-0.37459165218118395,
DP,-0.4615192484479175,
DQ,-0.93629685746317,0.066027164072054
DR,-0.645896097410983,0.0860929366286296
DS,-0.454445618054277,0.042409309636542
DT,-1.07503593358095,
DU,-0.2738047864096285,
DV,-0.596418016050527,0.0726151529168029
DW,-0.763113967425351,0.0844130056778011
DX,-1.07503593358095,0.104835439641725
DY,-0.5213340064062361,
DZ,-1.01239676429789,0.0730040613520515
D[,-0.5213340064062361,
E',-0.5890279012879576,
"E,",-0.546323097257462,
E.,-0.5806391320268895,
E/,-0.5557994839120131,
E;,-0.3394685619858575,
EA,-0.818844419672746,0.0689755135870372
EB,-1.35573616665822,
EC,-1.09475193277993,0.141928938837247
ED,-0.647976428471251,0.128155566440415
EE,-0.409174256469992,0.087793302951474
EF,-0.490482537728897,0.0742245996313944
EG,-1.35573616665822,
EH,-0.5890279012879576,
EI,-0.34149868129135,
EJ,-0.20131430419120372,
EK,-0.2738047864096285,
EL,-0.30756853671926454,
EM,-0.4383886217756525,
EN,-0.5890279012879576,
EO,-0.44228554706290546,
EP,-0.529213143329639,
EQ,-0.84338664031616,0.0491010695538418
ER,-0.34149868129135,0.0291930466419196
ES,-0.712008205388045,0.0953174721835797
ET,-1.35573616665822,
EU,-0.34149868129135,
EV,-0.856447522077975,0.107890285586509
EW,-0.685957473124715,0.0461398022622261
EX,-1.35573616665822,0.139755069390278
EY,-0.5890279012879576,
EZ,-1.33415321317921,0.114471708007837
E[,-0.5890279012879576,
F',-0.4488435241878112,
"F,",-0.40613872015731567,
F.,-0.4404547549267432,
F/,-0.4156151068118667,
F;,-0.1992841848857112,
FA,-0.451147901397263,0.042417894515397
FB,-0.958272614132514,
FC,-0.937420450049814,0.103302530660298
FD,-0.327866109288849,0.0384503988153223
FE,-0.605585861637076,0.082524027894013
FF,-0.0611299270910574,0.0844383276032997
FG,-0.958272614132514,
FH,-0.4488435241878112,
FI,-0.20131430419120372,
FJ,-0.0611299270910574,
FK,-0.13362040930948219,
FL,-0.1673841596191182,
FM,-0.29820424467550616,
FN,-0.4488435241878112,
FO,-0.30210116996275915,
FP,-0.3890287662294927,
FQ,-0.838485780530501,0.0614445072384267
FR,-0.677292026794966,0.127122921270685
FS,-0.396212524075683,0.040224649496374
FT,-0.958272614132514,
FU,-0.20131430419120372,
FV,-0.672155498515915,0.118293831424505
FW,-0.715328818448981,0.0624291137276641
FX,-0.958272614132514,0.0706692552202587
FY,-0.4488435241878112,
FZ,-0.891657054987699,0.0649210560784844
F[,-0.4488435241878112,
G',-0.836557121284565,
"G,",-0.7938523172540695,
G.,-0.828168352023497,
G/,-0.8033287039086205,
G;,-0.586997781982465,
GA,-1.1086149252012,
GB,-1.44226083234643,
GC,-1.30970434459754,
GD,-0.953483728567417,
GE,-1.25097964652377,
GF,-0.836557121284565,
GG,-1.44226083234643,
GH,-0.836557121284565,
GI,-0.5890279012879576,
GJ,-0.4488435241878112,
GK,-0.5213340064062361,
GL,-0.555097756715872,
GM,-0.68591784177226,
GN,-0.836557121284565,
GO,-0.689814767059513,
GP,-0.7767423633262465,
GQ,-1.44226083234643,
GR,-1.24230217125189,
GS,-1.03073133807103,
GT,-1.44226083234643,
GU,-0.5890279012879576,
GV,-1.09509871611661,
GW,-1.30699309128098,
GX,-1.36375844548522,
GY,-0.836557121284565,
GZ,-1.42856825167182,
G[,-0.836557121284565,
H',-1.44226083234643,
"H,",-1.30970434459754,
H.,-1.36375844548522,
H/,-1.42856825167182,
H;,-1.1086149252012,
HA,-0.586997781982465,
HB,-0.836557121284565,
HC,-0.7938523172540695,
HD,-0.5213340064062361,
HE,-0.5890279012879576,
HF,-0.4488435241878112,
HG,-0.836557121284565,
HH,-1.44226083234643,
HI,-1.25097964652377,
HJ,-0.836557121284565,
HK,-0.953483728567417,
HL,-1.03073133807103,
HM,-1.09509871611661,
HN,-1.44226083234643,
HO,-1.30699309128098,
HP,-1.44226083234643,
HQ,-0.7767423633262465,
HR,-0.5890279012879576,
HS,-0.555097756715872,
HT,-0.836557121284565,
HU,-1.24230217125189,
HV,-0.68591784177226,
HW,-0.689814767059513,
HX,-0.828168352023497,
HY,-1.44226083234643,
HZ,-0.8033287039086205,
H[,-1.44226083234643,
I',-1.35573616665822,
"I,",-1.09475193277993,0.141928938837247
I.,-1.35573616665822,0.139755069390278
I/,-1.33415321317921,0.114471708007837
I;,-0.818844419672746,0.0689755135870372
IA,-0.3394685619858575,
IB,-0.5890279012879576,
IC,-0.546323097257462,
ID,-0.2738047864096285,
IE,-0.34149868129135,
IF,-0.20131430419120372,
IG,-0.5890279012879576,
IH,-1.35573616665822,
II,-0.409174256469992,0.087793302951474
IJ,-0.490482537728897,0.0742245996313944
IK,-0.647976428471251,0.128155566440415
IL,-0.712008205388045,0.0953174721835797
IM,-0.856447522077975,0.107890285586509
IN,-1.35573616665822,
IO,-0.685957473124715,0.0461398022622261
IP,-0.84338664031616,0.0491010695538418
IQ,-0.529213143329639,
IR,-0.34149868129135,
IS,-0.30756853671926454,
IT,-0.5890279012879576,
IU,-0.34149868129135,0.0291930466419196
IV,-0.4383886217756525,
IW,-0.44228554706290546,
IX,-0.5806391320268895,
IY,-1.35573616665822,
IZ,-0.5557994839120131,
I[,-1.35573616665822,
J',-0.958272614132514,
"J,",-0.937420450049814,0.103302530660298
J.,-0.958272614132514,0.0706692552202587
J/,-0.891657054987699,0.0649210560784844
J;,-0.451147901397263,0.042417894515397
JA,-0.1992841848857112,
JB,-0.4488435241878112,
JC,-0.40613872015731567,
JD,-0.13362040930948219,
JE,-0.20131430419120372,
JF,-0.0611299270910574,
JG,-0.4488435241878112,
JH,-0.958272614132514,
JI,-0.605585861637076,0.082524027894013
JJ,-0.0611299270910574,0.0844383276032997
JK,-0.327866109288849,0.0384503988153223
JL,-0.396212524075683,0.040224649496374
JM,-0.672155498515915,0.118293831424505
JN,-0.958272614132514,
JO,-0.715328818448981,0.0624291137276641
JP,-0.838485780530501,0.0614445072384267
JQ,-0.3890287662294927,
JR,-0.20131430419120372,
JS,-0.1673841596191182,
JT,-0.4488435241878112,
JU,-0.677292026794966,0.127122921270685
JV,-0.29820424467550616,
JW,-0.30210116996275915,
JX,-0.4404547549267432,
JY,-0.958272614132514,
JZ,-0.4156151068118667,
J[,-0.958272614132514,
K',-1.07503593358095,
"K,",-0.892947679280023,0.119566277882833
K.,-1.07503593358095,0.104835439641725
K/,-1.01239676429789,0.0730040613520515
K;,-0.521062525450419,0.0449261427301712
KA,-0.271774667104136,
KB,-0.5213340064062361,
KC,-0.47862920237574047,
KD,-0.206110891527907,
KE,-0.2738047864096285,
KF,-0.13362040930948219,
KG,-0.5213340064062361,
KH,-1.07503593358095,
KI,-0.683218000069125,0.127953209696381
KJ,-0.206110891527907,0.0133966355065983
KK,-0.207748776670331,0.0858360173609932
KL,-0.454445618054277,0.042409309636542
KM,-0.596418016050527,0.0726151529168029
KN,-1.07503593358095,
KO,-0.763113967425351,0.0844130056778011
KP,-0.93629685746317,0.066027164072054
KQ,-0.4615192484479175,
KR,-0.2738047864096285,
KS,-0.23987464183754298,
KT,-0.5213340064062361,
KU,-0.645896097410983,0.0860929366286296
KV,-0.37069472689393096,
KW,-0.37459165218118395,
KX,-0.512945237145168,
KY,-1.07503593358095,
KZ,-0.4881055890302915,
K[,-1.07503593358095,
L',-1.12914658383195,
"L,",-0.805570379310027,0.075212740248341
L.,-1.03073536979802,0.121222585013722
L/,-1.12914658383195,0.106797391801194
L;,-0.583996861395374,0.0477413291614
LA,-0.30553841741377197,
LB,-0.555097756715872,
LC,-0.5123929526853765,
LD,-0.23987464183754298,
LE,-0.30756853671926454,
LF,-0.1673841596191182,
LG,-0.555097756715872,
LH,-1.12914658383195,
LI,-0.626041348841541,0.0878917156329803
LJ,-0.273638392147179,0.0178627033844564
LK,-0.34346331205963,0.0223277350843973
LL,-0.313657351985729,0.088189735832887
LM,-0.699429898981521,0.0520817279341313
LN,-1.12914658383195,
LO,-0.885562503197625,0.129352209981251
LP,-0.984186550597145,0.0875643252329553
LQ,-0.4952829987575535,
LR,-0.30756853671926454,
LS,-0.273638392147179,
LT,-0.555097756715872,
LU,-0.702770070499955,0.0556033070412107
LV,-0.404458477203567,
LW,-0.40835540249082,
LX,-0.546708987454804,
LY,-1.12914658383195,
LZ,-0.5218693393399275,
L[,-1.12914658383195,
M',-1.21665572669504,
"M,",-0.872701040205045,0.053513950625672
M.,-0.941504573297317,0.0548026474209964
M/,-0.926848303624262,0.0558518406288903
M;,-0.852998622908536,0.0625236236715379
MA,-0.43635850247015995,
MB,-0.68591784177226,
MC,-0.6432130377417644,
MD,-0.37069472689393096,
ME,-0.4383886217756525,
MF,-0.29820424467550616,
MG,-0.68591784177226,
MH,-1.21665572669504,
MI,-0.928152101054732,0.11393085899385
MJ,-0.672153195881437,0.118293831425124
MK,-0.719612452660033,0.0810672568283291
ML,-0.82104368083031,0.0633361676088766
MM,-0.535278562259955,0.0919257651371701
MN,-1.21665572669504,
MO,-1.09785779900784,0.0991588233009141
MP,-1.21665572669504,0.0970793410443518
MQ,-0.6261030838139414,
MR,-0.4383886217756525,
MS,-0.404458477203567,
MT,-0.68591784177226,
MU,-0.998812145159214,0.141029738954951
MV,-0.535278562259955,
MW,-0.5391754875472079,
MX,-0.677529072511192,
MY,-1.21665572669504,
MZ,-0.6526894243963155,
M[,-1.21665572669504,
N',-1.44226083234643,
"N,",-1.30970434459754,
N.,-1.36375844548522,
N/,-1.42856825167182,
N;,-1.1086149252012,
NA,-0.586997781982465,
NB,-0.836557121284565,
NC,-0.7938523172540695,
ND,-0.5213340064062361,
NE,-0.5890279012879576,
NF,-0.4488435241878112,
NG,-0.836557121284565,
NH,-1.44226083234643,
NI,-1.25097964652377,
NJ,-0.836557121284565,
NK,-0.953483728567417,
NL,-1.03073133807103,
NM,-1.09509871611661,
NN,-1.44226083234643,
NO,-1.30699309128098,
NP,-1.44226083234643,
NQ,-0.7767423633262465,
NR,-0.5890279012879576,
NS,-0.555097756715872,
NT,-0.836557121284565,
NU,-1.24230217125189,
NV,-0.68591784177226,
NW,-0.689814767059513,
NX,-0.828168352023497,
NY,-1.44226083234643,
NZ,-0.8033287039086205,
N[,-1.44226083234643,
O',-1.42856825167182,
"O,",-1.09966191310084,0.109628583009225
O.,-1.27402648403763,0.143274213976875
O/,-1.42856825167182,0.141221978206453
O;,-0.932944656658214,0.097234836612446
OA,-0.440255427757413,
OB,-0.689814767059513,
OC,-0.6471099630290175,
OD,-0.37459165218118395,
OE,-0.44228554706290546,
OF,-0.30210116996275915,
OG,-0.689814767059513,
OH,-1.42856825167182,
OI,-0.543072412834461,0.0289425186552801
OJ,-0.593652630740255,0.0509748034429147
OK,-0.641962332266921,0.0763320909416066
OL,-0.88455272529872,0.129352384033119
OM,-0.976303192411178,0.0923769907242573
ON,-1.42856825167182,
OO,-0.57971641432058,0.0899833634617468
OP,-0.917173991444429,0.051671371191569
OQ,-0.6300000091011945,
OR,-0.44228554706290546,
OS,-0.40835540249082,
OT,-0.689814767059513,
OU,-0.586576628778877,0.0267016006172187
OV,-0.5391754875472079,
OW,-0.543072412834461,
OX,-0.6814259977984449,
OY,-1.42856825167182,
OZ,-0.6565863496835684,
O[,-1.42856825167182,
P',-1.41159607889162,
"P,",-1.28075138170165,0.095842656042349
P.,-1.32073012839232,0.112637139693994
P/,-1.41159607889162,0.145209673975929
P;,-1.1086149252012,0.131733358891302
PA,-0.5271830240241465,
PB,-0.7767423633262465,
PC,-0.734037559295751,
PD,-0.4615192484479175,
PE,-0.529213143329639,
PF,-0.3890287662294927,
PG,-0.7767423633262465,
PH,-1.41159607889162,
PI,-0.726831952665773,0.0333426648844614
PJ,-0.716927605367928,0.0497640798842634
PK,-0.814801302442664,0.055322893444716
PL,-0.863267530028174,0.07980315500177
PM,-1.09509871611661,0.0901411927728748
PN,-1.41159607889162,
PO,-0.795617784646649,0.0370265685380127
PP,-0.884184448736583,0.0943866531373655
PQ,-0.716927605367928,
PR,-0.529213143329639,
PS,-0.4952829987575535,
PT,-0.7767423633262465,
PU,-0.741484431563814,0.0329013081196707
PV,-0.6261030838139414,
PW,-0.6300000091011945,
PX,-0.7683535940651784,
PY,-1.41159607889162,
PZ,-0.743513945950302,
P[,-1.41159607889162,
Q',-0.7767423633262465,
"Q,",-0.734037559295751,
Q.,-0.7683535940651784,
Q/,-0.743513945950302,
Q;,-0.5271830240241465,
QA,-1.1086149252012,0.131733358891302
QB,-1.41159607889162,
QC,-1.28075138170165,0.095842656042349
QD,-0.814801302442664,0.055322893444716
QE,-0.726831952665773,0.0333426648844614
QF,-0.716927605367928,0.0497640798842634
QG,-1.41159607889162,
QH,-0.7767423633262465,
QI,-0.529213143329639,
QJ,-0.3890287662294927,
QK,-0.4615192484479175,
QL,-0.4952829987575535,
QM,-0.6261030838139414,
QN,-0.7767423633262465,
QO,-0.6300000091011945,
QP,-0.716927605367928,
QQ,-0.884184448736583,0.0943866531373655
QR,-0.741484431563814,0.0329013081196707
QS,-0.863267530028174,0.07980315500177
QT,-1.41159607889162,
QU,-0.529213143329639,
QV,-1.09509871611661,0.0901411927728748
QW,-0.795617784646649,0.0370265685380127
QX,-1.32073012839232,0.112637139693994
QY,-0.7767423633262465,
QZ,-1.41159607889162,0.145209673975929
Q[,-0.7767423633262465,
R',-0.5890279012879576,
"R,",-0.546323097257462,
R.,-0.5806391320268895,
R/,-0.5557994839120131,
R;,-0.3394685619858575,
RA,-0.79155068572203,0.0628842275837976
RB,-1.36375844548522,
RC,-1.30970434459754,0.139285572814017
RD,-0.758375743608864,0.0933426742082159
RE,-0.480001377104438,0.0458353677554152
RF,-0.693101883957305,0.127111308834242
RG,-1.36375844548522,
RH,-0.5890279012879576,
RI,-0.34149868129135,
RJ,-0.20131430419120372,
RK,-0.2738047864096285,
RL,-0.30756853671926454,
RM,-0.4383886217756525,
RN,-0.5890279012879576,
RO,-0.44228554706290546,
RP,-0.529213143329639,
RQ,-0.862958292604683,0.0488002045602506
RR,-0.460931608434927,0.0878256642120618
RS,-0.790199861685497,0.066341103931536
RT,-1.36375844548522,
RU,-0.34149868129135,
RV,-0.992834585032648,0.141030870143833
RW,-0.709705536359574,0.0448540657219978
RX,-1.36375844548522,0.113835124201453
RY,-0.5890279012879576,
RZ,-1.27782145553406,0.103626825526991
R[,-0.5890279012879576,
S',-0.555097756715872,
"S,",-0.5123929526853765,
S.,-0.546708987454804,
S/,-0.5218693393399275,
S;,-0.30553841741377197,
SA,-0.583996861395374,0.0477413291614
SB,-1.12914658383195,
SC,-0.805570379310027,0.075212740248341
SD,-0.34346331205963,0.0223277350843973
SE,-0.626041348841541,0.0878917156329803
SF,-0.273638392147179,0.0178627033844564
SG,-1.12914658383195,
SH,-0.555097756715872,
SI,-0.30756853671926454,
SJ,-0.1673841596191182,
SK,-0.23987464183754298,
SL,-0.273638392147179,
SM,-0.404458477203567,
SN,-0.555097756715872,
SO,-0.40835540249082,
SP,-0.4952829987575535,
SQ,-0.984186550597145,0.0875643252329553
SR,-0.702770070499955,0.0556033070412107
SS,-0.313657351985729,0.088189735832887
ST,-1.12914658383195,
SU,-0.30756853671926454,
SV,-0.699429898981521,0.0520817279341313
SW,-0.885562503197625,0.129352209981251
SX,-1.03073536979802,0.121222585013722
SY,-0.555097756715872,
SZ,-1.12914658383195,0.106797391801194
S[,-0.555097756715872,
T',-0.836557121284565,
"T,",-0.7938523172540695,
T.,-0.828168352023497,
T/,-0.8033287039086205,
T;,-0.586997781982465,
TA,-1.1086149252012,
TB,-1.44226083234643,
TC,-1.30970434459754,
TD,-0.953483728567417,
TE,-1.25097964652377,
TF,-0.836557121284565,
TG,-1.44226083234643,
TH,-0.836557121284565,
TI,-0.5890279012879576,
TJ,-0.4488435241878112,
TK,-0.5213340064062361,
TL,-0.555097756715872,
TM,-0.68591784177226,
TN,-0.836557121284565,
TO,-0.689814767059513,
TP,-0.7767423633262465,
TQ,-1.44226083234643,
TR,-1.24230217125189,
TS,-1.03073133807103,
TT,-1.44226083234643,
TU,-0.5890279012879576,
TV,-1.09509871611661,
TW,-1.30699309128098,
TX,-1.36375844548522,
TY,-0.836557121284565,
TZ,-1.42856825167182,
T[,-0.836557121284565,
U',-1.36375844548522,
"U,",-1.30970434459754,0.139285572814017
U.,-1.36375844548522,0.113835124201453
U/,-1.27782145553406,0.103626825526991
U;,-0.79155068572203,0.0628842275837976
UA,-0.3394685619858575,
UB,-0.5890279012879576,
UC,-0.546323097257462,
UD,-0.2738047864096285,
UE,-0.34149868129135,
UF,-0.20131430419120372,
UG,-0.5890279012879576,
UH,-1.36375844548522,
UI,-0.480001377104438,0.0458353677554152
UJ,-0.693101883957305,0.127111308834242
UK,-0.758375743608864,0.0933426742082159
UL,-0.790199861685497,0.066341103931536
UM,-0.992834585032648,0.141030870143833
UN,-1.36375844548522,
UO,-0.709705536359574,0.0448540657219978
UP,-0.862958292604683,0.0488002045602506
UQ,-0.529213143329639,
UR,-0.34149868129135,
US,-0.30756853671926454,
UT,-0.5890279012879576,
UU,-0.460931608434927,0.0878256642120618
UV,-0.4383886217756525,
UW,-0.44228554706290546,
UX,-0.5806391320268895,
UY,-1.36375844548522,
UZ,-0.5557994839120131,
U[,-1.36375844548522,
V',-0.68591784177226,
"V,",-0.6432130377417644,
V.,-0.677529072511192,
V/,-0.6526894243963155,
V;,-0.43635850247015995,
VA,-0.852998622908536,0.0625236236715379
VB,-1.21665572669504,
VC,-0.872701040205045,0.053513950625672
VD,-0.719612452660033,0.0810672568283291
VE,-0.928152101054732,0.11393085899385
VF,-0.672153195881437,0.118293831425124
VG,-1.21665572669504,
VH,-0.68591784177226,
VI,-0.4383886217756525,
VJ,-0.29820424467550616,
VK,-0.37069472689393096,
VL,-0.404458477203567,
VM,-0.535278562259955,
VN,-0.68591784177226,
VO,-0.5391754875472079,
VP,-0.6261030838139414,
VQ,-1.21665572669504,0.0970793410443518
VR,-0.998812145159214,0.141029738954951
VS,-0.82104368083031,0.0633361676088766
VT,-1.21665572669504,
VU,-0.4383886217756525,
VV,-0.535278562259955,0.0919257651371701
VW,-1.09785779900784,0.0991588233009141
VX,-0.941504573297317,0.0548026474209964
VY,-0.68591784177226,
VZ,-0.926848303624262,0.0558518406288903
V[,-0.68591784177226,
W',-0.689814767059513,
"W,",-0.6471099630290175,
W.,-0.6814259977984449,
W/,-0.6565863496835684,
W;,-0.440255427757413,
WA,-0.932944656658214,0.097234836612446
WB,-1.42856825167182,
WC,-1.09966191310084,0.109628583009225
WD,-0.641962332266921,0.0763320909416066
WE,-0.543072412834461,0.0289425186552801
WF,-0.593652630740255,0.0509748034429147
WG,-1.42856825167182,
WH,-0.689814767059513,
WI,-0.44228554706290546,
WJ,-0.30210116996275915,
WK,-0.37459165218118395,
WL,-0.40835540249082,
WM,-0.5391754875472079,
WN,-0.689814767059513,
WO,-0.543072412834461,
WP,-0.6300000091011945,
WQ,-0.917173991444429,0.051671371191569
WR,-0.586576628778877,0.0267016006172187
WS,-0.88455272529872,0.129352384033119
WT,-1.42856825167182,
WU,-0.44228554706290546,
WV,-0.976303192411178,0.0923769907242573
WW,-0.57971641432058,0.0899833634617468
WX,-1.27402648403763,0.143274213976875
